Symbol,Company Name,Industry,Market Cap
TEO,Telecom Argentina,Telecom Services,2875939566
TER,Teradyne,Semiconductor Equipment & Materials,15054287677
TERN,Terns Pharmaceuticals,Biotechnology,571853777
TESS,TESSCO Technologies,Communication Equipment,80564887
TETE,Technology & Telecommunication Acquisition,Shell Companies,69582510
TEVA,Teva Pharmaceutical Industries,Drug Manufacturers - Specialty & Generic,8862442973
TEX,Terex,Farm & Heavy Construction Machinery,3284910000
TFC,Truist Financial,Banks - Regional,39558024000
TFFP,TFF Pharmaceuticals,Biotechnology,22439722
TFII,TFI International,Trucking,9458928512
TFIN,Triumph Financial,Banks - Regional,1161484215
TFPM,Triple Flag Precious Metals,Other Precious Metals & Mining,2939769646
TFSL,TFS Financial,Banks - Regional,3184537349
TFX,Teleflex,Medical Instruments & Supplies,11450761026
TG,Tredegar,Metal Fabrication,258971034
TGAA,Target Global Acquisition I,Shell Companies,282052061
TGAN,Transphorm,Semiconductor Equipment & Materials,227970048
TGB,Taseko Mines,Copper,395206640
TGH,Textainer Group Holdings,Rental & Leasing Services,1567354241
TGI,Triumph Group,Aerospace & Defense,782077518
TGL,Treasure Global,Software - Application,26105031
TGLS,Tecnoglass,Building Materials,2096260956
TGNA,TEGNA,Broadcasting,3640953040
TGS,Transportadora de Gas del Sur,Oil & Gas Integrated,3814382462
TGT,Target,Discount Stores,70285289622
TGTX,TG Therapeutics,Biotechnology,4474410200
TGVC,TG Venture Acquisition,Shell Companies,151400368
TH,Target Hospitality,Specialty Business Services,1581434400
THC,Tenet Healthcare,Medical Care Facilities,7429022800
THCH,TH International,Restaurants,508303160
THCP,Thunder Bridge Capital Partners IV,Shell Companies,308635990
THFF,First Financial,Banks - Regional,404086991
THG,The Hanover Insurance Group,Insurance - Property & Casualty,4254990420
THM,International Tower Hill Mines,Gold,91797106
THMO,ThermoGenesis Holdings,Medical Devices,2595620
THO,Thor Industries,Recreational Vehicles,4327546340
THR,Thermon Group Holdings,Specialty Industrial Machinery,738084308
THRD,Third Harmonic Bio,Biotechnology,194556408
THRM,Gentherm,Auto Parts,1925044836
THRN,Thorne HealthTech,Packaged Foods,235360771
THRX,Theseus Pharmaceuticals,Biotechnology,479341500
THRY,Thryv Holdings,Internet Content & Information,822189918
THS,TreeHouse Foods,Packaged Foods,2859077011
THTX,Theratechnologies,Drug Manufacturers - Specialty & Generic,90610701
TIGO,Millicom International Cellular,Telecom Services,3087493260
TIGR,UP Fintech Holding,Capital Markets,371042381
TIL,Instil Bio,Biotechnology,80193704
TILE,Interface,"Furnishings, Fixtures & Appliances",410969928
TIMB,TIM S.A.,Telecom Services,6783053804
TIO,Tingo Group,Computer Hardware,871027683
TIPT,Tiptree,Insurance - Specialty,496021050
TIRX,Tian Ruixiang Holdings,Insurance Brokers,6222004
TISI,"Team, Inc.",Specialty Business Services,18232408
TITN,Titan Machinery,Industrial Distribution,784188240
TIVC,Tivic Health Systems,Medical Devices,3837327
TIXT,TELUS International (Cda),Software - Infrastructure,4496896515
TJX,The TJX Companies,Apparel Retail,91370735309
TK,Teekay,Oil & Gas Midstream,575694954
TKAT,Takung Art Co.,Internet Retail,19591965
TKC,Turkcell Iletisim Hizmetleri A.S.,Telecom Services,3619121268
TKLF,Yoshitsu,Household & Personal Products,47850132
TKNO,Alpha Teknova,Drug Manufacturers - Specialty & Generic,60396792
TKR,The Timken Company,Tools & Accessories,5395614256
TLF,Tandy Leather Factory,Specialty Retail,34531451
TLGA,TLG Acquisition One,Shell Companies,136217168
TLGY,TLGY Acquisition,Shell Companies,244030000
TLIS,Talis Biomedical,Medical Devices,12332642
TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Telecom Services,26350545626
TLRY,Tilray Brands,Drug Manufacturers - Specialty & Generic,1489399280
TLS,Telos,Information Technology Services,181800500
TLSA,Tiziana Life Sciences,Biotechnology,84182934
TLYS,Tilly's,Apparel Retail,225590972
TM,Toyota Motor,Auto Manufacturers,192924265298
TMBR,Timber Pharmaceuticals,Biotechnology,4110048
TMC,TMC the metals company,Other Industrial Metals & Mining,204811072
TMCI,Treace Medical Concepts,Medical Devices,1625284750
TMDX,TransMedics Group,Medical Devices,2358182784
TME,Tencent Music Entertainment Group,Internet Content & Information,13402584800
TMHC,Taylor Morrison Home,Residential Construction,4828250250
TMKR,Tastemaker Acquisition,Shell Companies,103968919
TMO,Thermo Fisher Scientific,Diagnostics & Research,203421536761
TMP,Tompkins Financial,Banks - Regional,775148760
TMPO,Tempo Automation Holdings,Electronic Components,10593720
TMQ,Trilogy Metals,Other Industrial Metals & Mining,88273144
TMST,TimkenSteel,Steel,780115280
TMTC,TMT Acquisition,Shell Companies,96071753
TMUS,T-Mobile US,Telecom Services,166820713373
TNC,Tennant Company,Specialty Industrial Machinery,1439538254
TNDM,Tandem Diabetes Care,Medical Devices,1817165016
TNET,TriNet Group,Staffing & Employment Services,5489342611
TNGX,Tango Therapeutics,Biotechnology,328872165
TNK,Teekay Tankers,Oil & Gas Midstream,1359039180
TNL,Travel + Leisure Co.,Travel Services,2804914253
TNON,Tenon Medical,Medical Devices,19689775
TNP,Tsakos Energy Navigation,Oil & Gas Midstream,524609568
TNXP,Tonix Pharmaceuticals Holding,Biotechnology,115301576
TNYA,Tenaya Therapeutics,Biotechnology,492162464
TOAC,Talon 1 Acquisition,Shell Companies,164820168
TOI,The Oncology Institute,Medical Care Facilities,32401057
TOL,Toll Brothers,Residential Construction,7348241880
TOMZ,TOMI Environmental Solutions,Pollution & Treatment Controls,11398800
TOP,TOP Financial Group,Capital Markets,320006500
TOPS,Top Ships,Marine Shipping,14649192
TORO,Toro Corp.,Marine Shipping,71844000
TOST,Toast,Software - Infrastructure,11039350835
TOUR,Tuniu,Travel Services,158464000
TOVX,Theriva Biologics,Biotechnology,10284388
TOWN,TowneBank,Banks - Regional,1689835914
TPB,Turning Point Brands,Tobacco,394266910
TPC,Tutor Perini,Engineering & Construction,302122665
TPET,Trio Petroleum,Oil & Gas E&P,27280557
TPG,TPG Inc.,Asset Management,8177091973
TPH,Tri Pointe Homes,Residential Construction,3034971360
TPHS,Trinity Place Holdings,Real Estate - Diversified,21636357
TPIC,TPI Composites,Specialty Industrial Machinery,445188304
TPL,Texas Pacific Land,Oil & Gas E&P,10353828124
TPR,Tapestry,Luxury Goods,9967314000
TPST,Tempest Therapeutics,Biotechnology,24563168
TPVG,TriplePoint Venture Growth BDC,Asset Management,378752180
TPX,Tempur Sealy International,"Furnishings, Fixtures & Appliances",6511128800
TR,Tootsie Roll Industries,Confectioners,2673981440
TRC,Tejon Ranch Co.,Conglomerates,460487296
TRCA,Twin Ridge Capital Acquisition,Shell Companies,120575520
TRDA,Entrada Therapeutics,Biotechnology,411974770
TREE,LendingTree,Financial Conglomerates,253049720
TREX,Trex Company,Building Products & Equipment,6153954240
TRGP,Targa Resources,Oil & Gas Midstream,15871054742
TRHC,Tabula Rasa HealthCare,Health Information Services,160570774
TRI,Thomson Reuters,Specialty Business Services,59295499693
TRIB,Trinity Biotech,Diagnostics & Research,36679334
TRIN,Trinity Capital,Asset Management,435589434
TRIP,Tripadvisor,Travel Services,2256706879
TRIS,Tristar Acquisition I,Shell Companies,303312500
TRKA,Troika Media Group,Advertising Agencies,78782365
TRMB,Trimble,Scientific & Technical Instruments,11857171803
TRMD,TORM plc,Oil & Gas Midstream,2355106759
TRMK,Trustmark,Banks - Regional,1328859264
TRMR,Tremor International,Advertising Agencies,418457349
TRN,Trinity Industries,Railroads,1736590826
TRNO,Terreno Realty,REIT - Industrial,5109549352
TRNR,Interactive Strength,Specialty Retail,96994244
TRNS,Transcat,Industrial Distribution,666188469
TRON,Corner Growth Acquisition Corp. 2,Shell Companies,69197191
TROO,TROOPS,Software - Application,346449180
TROW,T. Rowe Price Group,Asset Management,23935437540
TROX,Tronox Holdings,Chemicals,1852524960
TRP,TC Energy,Oil & Gas Midstream,40260000000
TRS,TriMas,Packaging & Containers,1054835946
TRST,TrustCo Bank Corp NY,Banks - Regional,540483204
TRT,Trio-Tech International,Semiconductor Equipment & Materials,18222760
TRTL,TortoiseEcofin Acquisition Corp. III,Shell Companies,442462479
TRTN,Triton International,Rental & Leasing Services,4572899100
TRTX,TPG RE Finance Trust,REIT - Mortgage,438926544
TRU,TransUnion,Consulting Services,13649580000
TRUE,TrueCar,Internet Content & Information,208721448
TRUP,Trupanion,Insurance - Specialty,863672130
TRV,The Travelers Companies,Insurance - Property & Casualty,42435092970
TRVG,trivago,Internet Content & Information,389631498
TRVI,Trevi Therapeutics,Biotechnology,144108240
TRVN,Trevena,Biotechnology,12833730
TRX,TRX Gold,Gold,141209161
TS,Tenaris,Oil & Gas Equipment & Services,15836891299
TSAT,Telesat,Communication Equipment,389792133
TSBK,Timberland Bancorp,Banks - Regional,191790115
TSCO,Tractor Supply Company,Specialty Retail,24568432640
TSE,Trinseo,Specialty Chemicals,505403794
TSEM,Tower Semiconductor,Semiconductors,4560891920
TSHA,Taysha Gene Therapies,Biotechnology,47460075
TSLA,Tesla,Auto Manufacturers,570953712707
TSLX,Sixth Street Specialty Lending,Asset Management,1556846831
TSM,Taiwan Semiconductor Manufacturing Company,Semiconductors,480157836319
TSN,Tyson Foods,Farm Products,17766325360
TSP,TuSimple Holdings,Trucking,361132816
TSQ,Townsquare Media,Advertising Agencies,154880292
TSRI,"TSR, Inc.",Software - Application,14286768
TSVT,2seventy bio,Biotechnology,573276006
TT,Trane Technologies,Building Products & Equipment,39516850560
TTC,The Toro Company,Tools & Accessories,10974953400
TTCF,Tattooed Chef,Packaged Foods,54720959
TTD,The Trade Desk,Software - Application,32664954060
TTE,TotalEnergies SE,Oil & Gas Integrated,147530170399
TTEC,TTEC Holdings,Information Technology Services,1589594284
TTEK,Tetra Tech,Engineering & Construction,7667709475
TTGT,TechTarget,Internet Content & Information,877795805
TTI,TETRA Technologies,Oil & Gas Equipment & Services,355723500
TTMI,TTM Technologies,Electronic Components,1334643860
TTNP,Titan Pharmaceuticals,Biotechnology,12304356
TTOO,T2 Biosystems,Diagnostics & Research,5555460
TTSH,Tile Shop Holdings,Home Improvement Retail,226600004
TTWO,Take-Two Interactive Software,Electronic Gaming & Multimedia,23181006349
TU,TELUS,Telecom Services,29203200000
TUP,Tupperware Brands,Packaging & Containers,33185036
TURN,180 Degree Capital,Asset Management,47823218
TUSK,Mammoth Energy Services,Conglomerates,188467535
TUYA,Tuya Inc.,Software - Infrastructure,1113897956
TV,"Grupo Televisa, S.A.B.",Telecom Services,2757323290
TVTX,Travere Therapeutics,Biotechnology,1227300021
TW,Tradeweb Markets,Capital Markets,16405909549
TWCB,Bilander Acquisition,Shell Companies,227384256
TWI,Titan International,Farm & Heavy Construction Machinery,688719934
TWIN,"Twin Disc,",Specialty Industrial Machinery,174354134
TWKS,Thoughtworks Holding,Information Technology Services,2417429760
TWLO,Twilio,Internet Content & Information,9419157310
TWLV,Twelve Seas Investment Company II,Shell Companies,134534475
TWNK,Hostess Brands,Packaged Foods,3438158000
TWO,Two Harbors Investment,REIT - Mortgage,1189944870
TWOA,two,Shell Companies,271586582
TWOU,"2U, Inc.",Education & Training Services,289509840
TWST,Twist Bioscience,Diagnostics & Research,744626713
TX,Ternium,Steel,7803243000
TXG,10x Genomics,Health Information Services,6431226702
TXMD,TherapeuticsMD,Drug Manufacturers - Specialty & Generic,44334860
TXN,Texas Instruments,Semiconductors,154401024662
TXO,"MorningStar Partners,",Oil & Gas E&P,690952500
TXRH,Texas Roadhouse,Restaurants,7612574086
TXT,Textron,Aerospace & Defense,13002309600
TYG,Tortoise Energy Infrastructure,Asset Management,324647475
TYL,Tyler Technologies,Software - Application,16520245212
TYRA,Tyra Biosciences,Biotechnology,615016565
TZOO,Travelzoo,Advertising Agencies,133931875
U,Unity Software,Software - Application,11018947334
UA,Under Armour,Apparel Manufacturing,3140118254
UAA,Under Armour,Apparel Manufacturing,3121085574
UAL,United Airlines Holdings,Airlines,15591645880
UAMY,United States Antimony,Other Industrial Metals & Mining,37092265
UAN,"CVR Partners, LP",Agricultural Inputs,890700192
UAVS,AgEagle Aerial Systems,Computer Hardware,35199096
UBA,Urstadt Biddle Properties,REIT - Retail,759181520
UBCP,United Bancorp,Banks - Regional,69464884
UBER,Uber Technologies,Software - Application,79293660027
UBFO,United Security Bancshares,Banks - Regional,100856370
UBP,Urstadt Biddle Properties,REIT - Retail,824553282
UBS,UBS Group AG,Banks - Diversified,62434294093
UBSI,United Bankshares,Banks - Regional,3988649040
UBX,Unity Biotechnology,Biotechnology,40652950
UCAR,U Power,Auto Parts,199707501
UCBI,United Community Banks,Banks - Regional,2580623550
UCL,uCloudlink Group,Telecom Services,145143360
UCTT,Ultra Clean Holdings,Semiconductor Equipment & Materials,1336482160
UDMY,Udemy,Education & Training Services,1313636322
UDR,"UDR, Inc.",REIT - Residential,22175867249
UE,Urban Edge Properties,REIT - Diversified,1666231200
UEC,Uranium Energy,Uranium,949739250
UEIC,Universal Electronics,Consumer Electronics,116102322
UFAB,Unique Fabricating,Auto Parts,2374779
UFCS,United Fire Group,Insurance - Property & Casualty,591057566
UFI,Unifi,Textile Manufacturing,148060840
UFPI,UFP Industries,Lumber & Wood Production,5132822296
UFPT,UFP Technologies,Medical Devices,1163069050
UG,United-Guardian,Household & Personal Products,41716426
UGI,UGI Corporation,Utilities - Regulated Gas,5867463840
UGP,Ultrapar Participações,Oil & Gas Refining & Marketing,3790555423
UGRO,urban-gro,Farm & Heavy Construction Machinery,18486234
UHAL,U-Haul Holding Company,Rental & Leasing Services,11072467944
UHG,United Homes Group,Residential Construction,623746228
UHS,Universal Health Services,Medical Care Facilities,9448536557
UHT,Universal Health Realty Income Trust,REIT - Healthcare Facilities,605171744
UI,Ubiquiti,Communication Equipment,10383884060
UIHC,United Insurance Holdings,Insurance - Property & Casualty,247740215
UIS,Unisys,Information Technology Services,302409095
UK,Ucommune International,Real Estate Services,4221528
UL,Unilever,Household & Personal Products,134380832635
ULBI,Ultralife,Electrical Equipment & Parts,71318468
ULCC,Frontier Group Holdings,Airlines,1721913897
ULH,Universal Logistics Holdings,Trucking,711353280
ULTA,Ulta Beauty,Specialty Retail,24596007030
UMBF,UMB Financial,Banks - Regional,2821762713
UMC,United Microelectronics,Semiconductors,20205090529
UMH,UMH Properties,REIT - Residential,937493640
UNAM,Unico American,Insurance - Property & Casualty,5888395
UNB,Union Bankshares,Banks - Regional,93706371
UNCY,Unicycive Therapeutics,Biotechnology,21022644
UNF,UniFirst,Specialty Business Services,3140778940
UNFI,United Natural Foods,Food Distribution,1621562670
UNH,UnitedHealth Group,Healthcare Plans,445796742240
UNIT,Uniti Group,REIT - Specialty,882720070
UNM,Unum Group,Insurance - Life,9134147779
UNP,Union Pacific,Railroads,121311009375
UNTY,Unity Bancorp,Banks - Regional,226424000
UNVR,Univar Solutions,Chemicals,5610989365
UONE,Urban One,Broadcasting,326569320
UONEK,Urban One,Broadcasting,303868285
UP,Wheels Up Experience,Airports & Air Services,79359056
UPBD,Upbound Group,Software - Application,1771071084
UPC,Universe Pharmaceuticals INC,Drug Manufacturers - Specialty & Generic,14570325
UPH,UpHealth,Health Information Services,30044255
UPLD,Upland Software,Software - Application,102513560
UPS,United Parcel Service,Integrated Freight & Logistics,146809394407
UPST,Upstart Holdings,Credit Services,1905566550
UPTD,TradeUP Acquisition,Shell Companies,25466026
UPWK,Upwork,Staffing & Employment Services,1070405340
UPXI,Upexi,Internet Content & Information,59629524
URBN,Urban Outfitters,Apparel Retail,2514649231
URG,Ur-Energy,Uranium,252126002
URGN,UroGen Pharma,Biotechnology,270365817
URI,United Rentals,Rental & Leasing Services,23988563424
UROY,Uranium Royalty,Uranium,189358560
USAC,"USA Compression Partners, LP",Oil & Gas Equipment & Services,1914058048
USAP,Universal Stainless & Alloy Products,Steel,96586742
USAS,Americas Gold and Silver,Other Industrial Metals & Mining,94678812
USAU,U.S. Gold,Gold,37687697
USB,U.S. Bancorp,Banks - Regional,46156223127
USCB,USCB Financial Holdings,Banks - Regional,187590144
USCT,TKB Critical Technologies 1,Shell Companies,117392352
USDP,USD Partners LP,Railroads,51988244
USEA,United Maritime,Marine Shipping,23992848
USEG,U.S. Energy,Oil & Gas E&P,37173080
USFD,US Foods Holding,Food Distribution,9603874560
USGO,U.S. GoldMining,Gold,194160016
USIO,"Usio, Inc.",Information Technology Services,55726860
USLM,United States Lime & Minerals,Building Materials,1060675648
USM,United States Cellular,Telecom Services,1217404845
USNA,USANA Health Sciences,Packaged Foods,1240488296
USPH,U.S. Physical Therapy,Medical Care Facilities,1487438262
USX,U.S. Xpress Enterprises,Trucking,318083614
UTAA,UTA Acquisition,Shell Companies,302450000
UTHR,United Therapeutics,Biotechnology,10287374020
UTI,Universal Technical Institute,Education & Training Services,217344270
UTL,Unitil,Utilities - Diversified,887116216
UTMD,Utah Medical Products,Medical Instruments & Supplies,336467212
UTME,United Time Technology Co.,Consumer Electronics,8763857
UTRS,Minerva Surgical,Health Information Services,31831560
UTSI,UTStarcom Holdings,Communication Equipment,33953832
